tweet_id,timestamp,retweeted_status_id,expanded_urls,rating_numerator,rating_denominator,rate_ratio,name,jpg_url,dog_breed,dog_conf,retweet_count,favorite_count,dog_attr
892177421306343426,2017-08-01 00:17:27,,https://twitter.com/dog_rates/status/892177421306343426/photo/1,13,10,1.0,Tilly,https://pbs.twimg.com/media/DGGmoV4XsAAUL6n.jpg,Chihuahua,0.323581,6514,33819,
891815181378084864,2017-07-31 00:18:03,,https://twitter.com/dog_rates/status/891815181378084864/photo/1,12,10,1.0,Archie,https://pbs.twimg.com/media/DGBdLU1WsAANxJ9.jpg,Chihuahua,0.716012,4328,25461,
891689557279858688,2017-07-30 15:58:51,,https://twitter.com/dog_rates/status/891689557279858688/photo/1,13,10,1.0,Darla,https://pbs.twimg.com/media/DF_q7IAWsAEuuN8.jpg,Labrador_retriever,0.168086,8964,42908,
891327558926688256,2017-07-29 16:00:24,,"https://twitter.com/dog_rates/status/891327558926688256/photo/1,https://twitter.com/dog_rates/status/891327558926688256/photo/1",12,10,1.0,Franklin,https://pbs.twimg.com/media/DF6hr6BUMAAzZgT.jpg,basset,0.555712,9774,41048,
891087950875897856,2017-07-29 00:08:17,,https://twitter.com/dog_rates/status/891087950875897856/photo/1,13,10,1.0,,https://pbs.twimg.com/media/DF3HwyEWsAABqE6.jpg,Chesapeake_Bay_retriever,0.425595,3261,20562,
890971913173991426,2017-07-28 16:27:12,,"https://gofundme.com/ydvmve-surgery-for-jax,https://twitter.com/dog_rates/status/890971913173991426/photo/1",13,10,1.0,Jax,https://pbs.twimg.com/media/DF1eOmZXUAALUcq.jpg,Appenzeller,0.34170300000000003,2158,12041,
890729181411237888,2017-07-28 00:22:40,,"https://twitter.com/dog_rates/status/890729181411237888/photo/1,https://twitter.com/dog_rates/status/890729181411237888/photo/1",13,10,1.0,,https://pbs.twimg.com/media/DFyBahAVwAAhUTd.jpg,Pomeranian,0.566142,16716,56848,
890609185150312448,2017-07-27 16:25:51,,https://twitter.com/dog_rates/status/890609185150312448/photo/1,13,10,1.0,Zoey,https://pbs.twimg.com/media/DFwUU__XcAEpyXI.jpg,Irish_terrier,0.487574,4429,28226,
890240255349198849,2017-07-26 15:59:51,,https://twitter.com/dog_rates/status/890240255349198849/photo/1,14,10,1.0,Cassie,https://pbs.twimg.com/media/DFrEyVuW0AAO3t9.jpg,Pembroke,0.511319,7711,32467,doggo
890006608113172480,2017-07-26 00:31:25,,"https://twitter.com/dog_rates/status/890006608113172480/photo/1,https://twitter.com/dog_rates/status/890006608113172480/photo/1",13,10,1.0,Koda,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,Samoyed,0.957979,7624,31166,
889880896479866881,2017-07-25 16:11:53,,https://twitter.com/dog_rates/status/889880896479866881/photo/1,13,10,1.0,Bruno,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,French_bulldog,0.377417,5156,28268,
889665388333682689,2017-07-25 01:55:32,,https://twitter.com/dog_rates/status/889665388333682689/photo/1,13,10,1.0,,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,Pembroke,0.966327,8538,38818,puppo
889638837579907072,2017-07-25 00:10:02,,"https://twitter.com/dog_rates/status/889638837579907072/photo/1,https://twitter.com/dog_rates/status/889638837579907072/photo/1",12,10,1.0,Ted,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,French_bulldog,0.99165,4735,27672,
889531135344209921,2017-07-24 17:02:04,,https://twitter.com/dog_rates/status/889531135344209921/photo/1,13,10,1.0,Stuart,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,golden_retriever,0.953442,2321,15359,puppo
889278841981685760,2017-07-24 00:19:32,,https://twitter.com/dog_rates/status/889278841981685760/video/1,13,10,1.0,Oliver,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,whippet,0.626152,5637,25652,
888917238123831296,2017-07-23 00:22:39,,https://twitter.com/dog_rates/status/888917238123831296/photo/1,12,10,1.0,Jim,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,golden_retriever,0.714719,4709,29611,
888804989199671297,2017-07-22 16:56:37,,"https://twitter.com/dog_rates/status/888804989199671297/photo/1,https://twitter.com/dog_rates/status/888804989199671297/photo/1",13,10,1.0,Zeke,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,golden_retriever,0.46976,4559,26080,
888554962724278272,2017-07-22 00:23:06,,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",13,10,1.0,Ralphus,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,Siberian_husky,0.700377,3732,20290,
888078434458587136,2017-07-20 16:49:33,,"https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1",12,10,1.0,Gerald,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,French_bulldog,0.995026,3653,22201,
887705289381826560,2017-07-19 16:06:48,,https://twitter.com/dog_rates/status/887705289381826560/photo/1,13,10,1.0,Jeffrey,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,basset,0.821664,5609,30779,
887473957103951883,2017-07-19 00:47:34,,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",13,10,1.0,Canela,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,Pembroke,0.809197,18781,69871,
887343217045368832,2017-07-18 16:08:03,,https://twitter.com/dog_rates/status/887343217045368832/video/1,13,10,1.0,,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,Weimaraner,0.134203,10737,34222,
887101392804085760,2017-07-18 00:07:08,,https://twitter.com/dog_rates/status/887101392804085760/photo/1,12,10,1.0,,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,Samoyed,0.733942,6167,31061,
886983233522544640,2017-07-17 16:17:36,,"https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1",13,10,1.0,Maya,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,Chihuahua,0.793469,8084,35859,
886736880519319552,2017-07-16 23:58:41,,"https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",13,10,1.0,Mingus,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,kuvasz,0.309706,3443,12306,
886366144734445568,2017-07-15 23:25:31,,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",12,10,1.0,Roscoe,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,French_bulldog,0.999201,3316,21524,pupper
886258384151887873,2017-07-15 16:17:19,,https://twitter.com/dog_rates/status/886258384151887873/photo/1,13,10,1.0,Waffles,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,pug,0.943575,6523,28469,
885984800019947520,2017-07-14 22:10:11,,https://twitter.com/dog_rates/status/885984800019947520/photo/1,12,10,1.0,Jimbo,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,Blenheim_spaniel,0.972494,7097,33382,
885528943205470208,2017-07-13 15:58:47,,https://twitter.com/dog_rates/status/885528943205470208/photo/1,13,10,1.0,Maisey,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,pug,0.369275,6683,36689,
885167619883638784,2017-07-12 16:03:00,,"https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1",13,10,1.0,,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,malamute,0.8124819999999999,4556,22367,
884925521741709313,2017-07-12 00:01:00,,https://twitter.com/dog_rates/status/884925521741709313/photo/1,12,10,1.0,Earl,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,Italian_greyhound,0.259916,16439,68152,
884876753390489601,2017-07-11 20:47:12,,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",13,10,1.0,Lola,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,chow,0.822103,6096,28514,
884562892145688576,2017-07-11 00:00:02,,https://twitter.com/dog_rates/status/884562892145688576/photo/1,13,10,1.0,Kevin,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,pug,0.5464060000000001,5100,24765,
884441805382717440,2017-07-10 15:58:53,,https://twitter.com/dog_rates/status/884441805382717440/photo/1,14,10,1.0,,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,Pembroke,0.993225,5856,27478,
884162670584377345,2017-07-09 21:29:42,,https://twitter.com/dog_rates/status/884162670584377345/photo/1,12,10,1.0,Yogi,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,German_shepherd,0.707046,3128,20771,doggo
883838122936631299,2017-07-09 00:00:04,,https://twitter.com/dog_rates/status/883838122936631299/photo/1,12,10,1.0,Noah,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,Doberman,0.610946,3586,22349,
883482846933004288,2017-07-08 00:28:19,,"https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://twitter.com/dog_rates/status/883482846933004288/photo/1",5,10,0.5,Bella,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,golden_retriever,0.943082,10407,46860,
883360690899218434,2017-07-07 16:22:55,,https://twitter.com/dog_rates/status/883360690899218434/photo/1,13,10,1.0,Grizzwald,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,chow,0.987997,3825,22986,floofer
883117836046086144,2017-07-07 00:17:54,,"https://twitter.com/dog_rates/status/883117836046086144/photo/1,https://twitter.com/dog_rates/status/883117836046086144/photo/1",13,10,1.0,,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,golden_retriever,0.949562,6949,37914,
882992080364220416,2017-07-06 15:58:11,,"https://twitter.com/dog_rates/status/882992080364220416/photo/1,https://twitter.com/dog_rates/status/882992080364220416/photo/1",13,10,1.0,Rusty,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,Eskimo_dog,0.466778,4122,24445,
882762694511734784,2017-07-06 00:46:41,,https://twitter.com/dog_rates/status/882762694511734784/photo/1,12,10,1.0,Gus,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,Labrador_retriever,0.85005,5134,28903,pupper
882627270321602560,2017-07-05 15:48:34,,https://twitter.com/dog_rates/status/882627270321602560/photo/1,13,10,1.0,Stanley,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,Pembroke,0.542982,6342,28382,
882268110199369728,2017-07-04 16:01:23,,"https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1",13,10,1.0,Alfy,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,golden_retriever,0.762211,12118,45880,
881906580714921986,2017-07-03 16:04:48,,https://twitter.com/dog_rates/status/881906580714921986/photo/1,12,10,1.0,Rey,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,Weimaraner,0.291539,3533,24773,
881666595344535552,2017-07-03 00:11:11,,https://twitter.com/dog_rates/status/881666595344535552/photo/1,13,10,1.0,Gary,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,Saluki,0.529012,11099,51522,pupper
881536004380872706,2017-07-02 15:32:16,,https://twitter.com/dog_rates/status/881536004380872706/video/1,14,10,1.0,a,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,Samoyed,0.281463,16570,50199,pupper
880872448815771648,2017-06-30 19:35:32,,https://twitter.com/dog_rates/status/880872448815771648/photo/1,12,10,1.0,,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,Pembroke,0.791416,3989,21734,
880465832366813184,2017-06-29 16:39:47,,"https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1",12,10,1.0,Bella,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,golden_retriever,0.913255,6546,29075,
880221127280381952,2017-06-29 00:27:25,,"https://twitter.com/dog_rates/status/880221127280381952/photo/1,https://twitter.com/dog_rates/status/880221127280381952/photo/1",12,10,1.0,Jesse,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,clumber,0.0525803,4436,27640,
880095782870896641,2017-06-28 16:09:20,,https://twitter.com/dog_rates/status/880095782870896641/photo/1,11,10,1.0,,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,miniature_pinscher,0.120298,4533,28150,
879862464715927552,2017-06-28 00:42:13,,"https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1",13,10,1.0,Romeo,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,basset,0.813507,3642,22667,
879492040517615616,2017-06-27 00:10:17,,https://twitter.com/dog_rates/status/879492040517615616/photo/1,12,10,1.0,Bailey,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,German_short-haired_pointer,0.479896,3323,23822,
879415818425184262,2017-06-26 19:07:24,,https://twitter.com/dog_rates/status/879415818425184262/video/1,13,10,1.0,Duddles,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,English_springer,0.383404,45849,107956,
879008229531029506,2017-06-25 16:07:47,,https://twitter.com/dog_rates/status/879008229531029506/photo/1,13,10,1.0,Beau,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,vizsla,0.960513,2812,19317,
878776093423087618,2017-06-25 00:45:22,,"https://twitter.com/dog_rates/status/878776093423087618/photo/1,https://twitter.com/dog_rates/status/878776093423087618/photo/1",13,10,1.0,Snoopy,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,Italian_greyhound,0.734684,4319,19763,puppo
878281511006478336,2017-06-23 16:00:04,,"https://www.gofundme.com/3yd6y1c,https://twitter.com/dog_rates/status/878281511006478336/photo/1",13,10,1.0,Shadow,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,basset,0.32042,1349,7913,
878057613040115712,2017-06-23 01:10:23,,"https://twitter.com/dog_rates/status/878057613040115712/photo/1,https://twitter.com/dog_rates/status/878057613040115712/photo/1",14,10,1.0,Emmy,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,French_bulldog,0.839097,7181,42876,
877736472329191424,2017-06-22 03:54:17,,"https://twitter.com/dog_rates/status/877736472329191424/photo/1,https://twitter.com/dog_rates/status/877736472329191424/photo/1",13,10,1.0,Aja,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,Chesapeake_Bay_retriever,0.8379559999999999,17300,71144,
877611172832227328,2017-06-21 19:36:23,8.76850772322988e+17,"https://twitter.com/rachel2195/status/876850772322988033/photo/1,https://twitter.com/rachel2195/status/876850772322988033/photo/1,https://twitter.com/rachel2195/status/876850772322988033/photo/1,https://twitter.com/rachel2195/status/876850772322988033/photo/1",14,10,1.0,,https://pbs.twimg.com/media/DCszHgmW0AAmIpT.jpg,Irish_setter,0.364729,83,0,pupper
877556246731214848,2017-06-21 15:58:08,,https://twitter.com/dog_rates/status/877556246731214848/photo/1,12,10,1.0,Penny,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,basset,0.995368,3994,23258,
877316821321428993,2017-06-21 00:06:44,,"https://twitter.com/dog_rates/status/877316821321428993/photo/1,https://twitter.com/dog_rates/status/877316821321428993/photo/1",13,10,1.0,Dante,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,Saluki,0.5099670000000001,5414,27907,
877201837425926144,2017-06-20 16:29:50,,"https://twitter.com/dog_rates/status/877201837425926144/photo/1,https://twitter.com/dog_rates/status/877201837425926144/photo/1",12,10,1.0,Nelly,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,Pembroke,0.93112,5880,27755,
876838120628539392,2017-06-19 16:24:33,,"https://twitter.com/dog_rates/status/876838120628539392/photo/1,https://twitter.com/dog_rates/status/876838120628539392/photo/1",12,10,1.0,Ginger,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,bloodhound,0.575751,3506,21125,pupper
876484053909872640,2017-06-18 16:57:37,,https://twitter.com/dog_rates/status/876484053909872640/photo/1,13,10,1.0,Benedict,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,golden_retriever,0.874566,2511,19163,
876120275196170240,2017-06-17 16:52:05,,https://twitter.com/dog_rates/status/876120275196170240/photo/1,13,10,1.0,Venti,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,Bernese_mountain_dog,0.534327,4903,28490,puppo
